"id","term","category","weight"
"5564","complimented","LABEL","-0.000000641615304764"
"5565","#liar","LABEL","-0.000000243269122678"
"5566","yaself","LABEL","0.00000928280261136"
"5567","cookin","LABEL","0.00000325687833837"
"5568","clinging","LABEL","0.000000496293876926"
"5569","downnn","LABEL","0.00000255413343707"
"5570","persistent","LABEL","0.00000033604830005"
"5571","mins","LABEL","0.00000915888178145"
"5572","jamz","LABEL","0.00000167420969159"
"5573","inferior","LABEL","0.00000127957235312"
"5574","metallica","LABEL","0.000000369557256475"
"5575","300","LABEL","-0.0000107297904447"
"5576","fsu","LABEL","-0.00000598107663844"
"5577","soldier","LABEL","-0.00000854326183546"
"5578","tiffany's","LABEL","0.0000000274494728362"
"5579","lemme","LABEL","0.0000273100932576"
"5580","explanations","LABEL","0.00000180505455234"
"5581","unorganized","LABEL","-0.0000019496188082"
"5582","#money","LABEL","0.0000014394491791"
"5583","mobile","LABEL","-0.000072661172429"
"5584","reader","LABEL","-0.00000186395117713"
"5585","trunk","LABEL","0.0000000564890604675"
"5586","olympus","LABEL","-0.00000338307681054"
"5587","uuu","LABEL","0.00000355378287954"
"5588","crawling","LABEL","0.00000939561022031"
"5589","<<","LABEL","-0.00000526878099069"
"5590","mmg","LABEL","-0.000000885930940802"
"5591","core","LABEL","-0.0000189794213506"
"5592","lennon","LABEL","-0.00000123676997955"
"5593","expression","LABEL","-0.00000568485299397"
"5594","mass","LABEL","-0.00000410400291378"
"5595","trained","LABEL","0.00000232639590914"
"5596","laughed","LABEL","-0.0000244387772987"
"5597","certification","LABEL","-0.00000293360801619"
"5598","#word","LABEL","-0.00000108675381204"
"5599","slushy","LABEL","-0.000000810316066641"
"5600","donovan","LABEL","-0.0000026273639506"
"5601","tangible","LABEL","-0.00000158737311888"
"5602","floats","LABEL","0.00000014952848588"
"5603","possessed","LABEL","-0.00000223004777972"
"5604","plea","LABEL","-0.000000147711730684"
"5605","defeat","LABEL","0.000000174387792944"
"5606","taller","LABEL","-0.00000288309194099"
"5607","pumped","LABEL","-0.0000203784918983"
"5608","consumer","LABEL","-0.00000296888031654"
"5609","happiest","LABEL","-0.0000187714287175"
"5610","dots","LABEL","-0.000000405837333482"
"5611","teal","LABEL","-0.00000256543499649"
"5612","110","LABEL","-0.00000654173425838"
"5613","paterno","LABEL","-0.00000322873331627"
"5614","remix","LABEL","-0.0000125891812977"
"5615","#beauty","LABEL","-0.00000111659921618"
"5616","overheard","LABEL","-0.00000498738842113"
"5617","bow","LABEL","-0.0000068589061865"
"5618","colton","LABEL","-0.00000296554544092"
"5619","106","LABEL","0.00000203292039013"
"5620","obtain","LABEL","0.000000968396819115"
"5621","alternative","LABEL","0.00000406502903655"
"5622","tragedy","LABEL","-0.00000141221123128"
"5623","artsy","LABEL","-0.000000985710921514"
"5624","rushing","LABEL","0.00000659928517226"
"5625","virtue","LABEL","0.000000506834055319"
"5626","arrogance","LABEL","-0.000000185793375602"
"5627","fives","LABEL","-0.00000372453347261"
"5628","grease","LABEL","-0.0000141972175983"
"5629","rashad","LABEL","0.0000025803205702"
"5630","zip","LABEL","-0.00000674718975756"
"5631","#bummer","LABEL","0.00000146529295131"
"5632","6:00","LABEL","-0.00000265817915104"
"5633","#mancrushmonday","LABEL","0.000000540632010897"
"5634","starbucks","LABEL","-0.0000443372600731"
"5635","franklin","LABEL","-0.00000200115831368"
"5636","ch","LABEL","0.00000125266584447"
"5637","vanished","LABEL","0.00000113381372457"
"5638","pd","LABEL","-0.00000152891617551"
"5639","vow","LABEL","-0.000000271136107769"
"5640","kur","LABEL","-0.00000126872786458"
"5641","10min","LABEL","-0.00000136011924768"
"5642","bikes","LABEL","0.00000191314344702"
"5643","bmth","LABEL","-0.0000226948271942"
"5644","ruined","LABEL","-0.0000192928788511"
"5645","mocking","LABEL","0.00000236656294933"
"5646","22","LABEL","-0.0000365193742716"
"5647","spitting","LABEL","0.00000220712843121"
"5648","0_o","LABEL","0.00000229479824382"
"5649","madden","LABEL","0.00000457780430938"
"5650","sheesh","LABEL","0.0000190427568027"
"5651","gorgeous","LABEL","-0.000025293257294"
"5652","shatter","LABEL","0.00000352573725624"
"5653","rhyme","LABEL","0.00000138939789797"
"5654","tacobell","LABEL","0.000000876849448795"
"5655","playoffs","LABEL","-0.0000301641512604"
"5656","detector","LABEL","0.00000112015395781"
"5657","fort","LABEL","0.00000231794463039"
"5658","terrifies","LABEL","0.00000035056864589"
"5659","someway","LABEL","0.00000188901616187"
"5660","fuckkk","LABEL","0.000000640949008649"
"5661","onto","LABEL","-0.00000749321544741"
"5662","twerk","LABEL","0.00000630418498728"
"5663","absurd","LABEL","-0.0000044204468421"
"5664","skyline","LABEL","0.00000205738887999"
"5665","thriving","LABEL","-0.00000273137131465"
"5666","earrings","LABEL","-0.00000412945911"
"5667","rush","LABEL","0.0000140187684726"
"5668","goood","LABEL","0.00000431948129392"
"5669","tlkn","LABEL","0.00000416238615084"
"5670","da","LABEL","0.0000123802402124"
"5671","barking","LABEL","-0.00000120785021769"
"5672","crawls","LABEL","0.00000122579043298"
"5673","tak","LABEL","0.0000106778203872"
"5674","allen","LABEL","-0.0000141731301562"
"5675","ain't","LABEL","0.0010472250098"
"5676","washing","LABEL","0.0000189224692061"
"5677","lint","LABEL","0.00000106638883028"
"5678","font","LABEL","-0.00000644463275429"
"5679","#myluck","LABEL","-0.0000024328137086"
"5680","yeezy","LABEL","-0.00000695371476479"
"5681","medicine","LABEL","0.0000164265849153"
"5682","yaay","LABEL","-0.00000165661467769"
"5683","cuba","LABEL","-0.000004101207149"
"5684","achieve","LABEL","0.0000087993993408"
"5685","yessir","LABEL","0.000000364014069076"
"5686","schedules","LABEL","0.00000046490098914"
"5687","thay","LABEL","0.00000573820345648"
"5688","lipgloss","LABEL","-0.0000022815514326"
"5689","day1","LABEL","-0.00000105721875078"
"5690","cardio","LABEL","0.000000874842387602"
"5691","spaghetti","LABEL","-0.00000454996410083"
"5692","bueno","LABEL","-0.00000281024610273"
"5693","fleetwood","LABEL","0.00000088924420716"
"5694","landscape","LABEL","-0.0000010653844646"
"5695","icons","LABEL","-0.00000545629439461"
"5696","cuddled","LABEL","0.0000205214614686"
"5697","switchin","LABEL","-0.000000797631800644"
"5698","celebrates","LABEL","-0.00000645339904658"
"5699","streets","LABEL","0.00000551835520596"
"5700","pisses","LABEL","0.00000833436068515"
"5701","strained","LABEL","-0.000000541631831744"
"5702","reeses","LABEL","0.0000000664397854219"
"5703","provocative","LABEL","-0.000000411449528068"
"5704","flex","LABEL","-0.00000145560240676"
"5705","plumber","LABEL","-0.0000000873974180099"
"5706","faster","LABEL","0.0000022661315025"
"5707","occurs","LABEL","0.000002407006523"
"5708","pumpkin","LABEL","-0.0000242361832668"
"5709","designs","LABEL","-0.00000778813624838"
"5710","madly","LABEL","-0.00000159704478451"
"5711","filmed","LABEL","-0.00000250897836716"
"5712","sophia","LABEL","-0.0000372585841322"
"5713","go-to","LABEL","-0.00000112207678386"
"5714","stump","LABEL","-0.00000305713661049"
"5715","stuffing","LABEL","-0.0000000461058198717"
"5716","nam","LABEL","-0.00000137142215478"
"5717","abort","LABEL","-0.00000164121243006"
"5718","wishy","LABEL","0.00000799478126267"
"5719","hall","LABEL","-0.0000304942129884"
"5720","paths","LABEL","-0.00000166464293132"
"5721","eliminated","LABEL","-0.00000358895195065"
"5722","noooo","LABEL","0.0000000219562610493"
"5723","mich","LABEL","-0.000000143142370539"
"5724","beloved","LABEL","-0.00000126082712687"
"5725","servers","LABEL","0.00000169653116191"
"5726","description","LABEL","-0.00000494920233782"
"5727","guarding","LABEL","-0.000000671529388855"
"5728","whoops","LABEL","-0.0000143278265235"
"5729","ir","LABEL","-0.00000797078661564"
"5730","encouraging","LABEL","0.0000010015184224"
"5731","wings","LABEL","0.0000196394570967"
"5732","tu","LABEL","-0.0000471018928917"
"5733","ownership","LABEL","-0.000000469872431458"
"5734","self-esteem","LABEL","0.00000283526408786"
"5735","peggy","LABEL","-0.00000194706922723"
"5736","rowland","LABEL","0.00000103228641312"
"5737","cu","LABEL","-0.000000185167990185"
"5738","buds","LABEL","-0.00000329383428944"
"5739","fighter","LABEL","0.00000295825894733"
"5740","five","LABEL","-0.0000296494486157"
"5741","kat","LABEL","-0.000000471382003036"
"5742","vance","LABEL","0.000000318777725102"
"5743","#vacation","LABEL","-0.00000051510334621"
"5744","#home","LABEL","0.000000977259123154"
"5745","harris","LABEL","-0.00000649892682092"
"5746","ginger","LABEL","-0.00000840606452701"
"5747","hourly","LABEL","-0.000000782836779035"
"5748","ren","LABEL","-0.00000261228737404"
"5749","202","LABEL","-0.00000155652569336"
"5750","blunt","LABEL","0.0000751235581872"
"5751","usual","LABEL","0.00000857479887249"
"5752","snapback","LABEL","-0.00000915927758259"
"5753",":-d","LABEL","-0.00000927268463372"
"5754","papi","LABEL","0.00000522181022435"
"5755","wins","LABEL","-0.0000405552363532"
"5756","#ready","LABEL","-0.000000247133628843"
"5757","holidays","LABEL","0.00000113899864696"
"5758","sexiest","LABEL","-0.0000000224157403182"
"5759","chance","LABEL","-0.00000979487748136"
"5760","rejects","LABEL","-0.00000121943916855"
"5761","#phillies","LABEL","-0.00000376211651453"
"5762","cl","LABEL","-0.00000302478771659"
"5763","wayne","LABEL","-0.0000261129223897"
"5764","presentations","LABEL","-0.00000211938462445"
"5765","thunderstorm","LABEL","-0.00000539853904645"
"5766","degrees","LABEL","-0.0000261938004618"
"5767","cub","LABEL","0.00000363668176306"
"5768","alarming","LABEL","0.00000144000852214"
"5769","cums","LABEL","0.000000990098450483"
"5770","dicks","LABEL","0.00001829281187"
"5771","upppp","LABEL","0.00000772542530049"
"5772","admirable","LABEL","0.0000015056276524"
"5773","#worthit","LABEL","-0.00000167211049624"
"5774","xo","LABEL","0.000000567742552264"
"5775","bul","LABEL","0.000025505276911"
"5776","anastasia","LABEL","0.000000131764171357"
"5777","nosebleed","LABEL","-0.000000820901651954"
"5778","annnd","LABEL","0.00000059226855745"
"5779","sesh","LABEL","-0.00000308344914019"
"5780","mendes","LABEL","-0.00000871338621792"
"5781","longboard","LABEL","0.000000267559613923"
"5782","afterwards","LABEL","0.00000414850511631"
"5783","user>","LABEL","-0.0000287606434233"
"5784","aint","LABEL","0.000421869835942"
"5785","uk","LABEL","-0.0000234124675059"
"5786","farms","LABEL","0.000000276035760523"
"5787","#missthem","LABEL","0.0000000946582471478"
"5788","gotta","LABEL","0.000717604743882"
"5789","conquer","LABEL","-0.00000281245052842"
"5790","nasty","LABEL","0.0000620827901091"
"5791","dread","LABEL","0.00000649935034927"
"5792","kindly","LABEL","0.00000326179007588"
"5793","battling","LABEL","0.0000000584502979745"
"5794","cubes","LABEL","-0.00000188547670522"
"5795","conrad","LABEL","0.000000878635136269"
"5796","dunking","LABEL","-0.0000021818654549"
"5797","transformed","LABEL","-0.00000119062564672"
"5798","hooray","LABEL","-0.0000089601023276"
"5799","charge","LABEL","-0.000000315782739464"
"5800","vuitton","LABEL","0.000000745831798448"
"5801","candles","LABEL","0.0000108913396467"
"5802","grandchildren","LABEL","0.000000778857229405"
"5803","allegiance","LABEL","0.0000000518430720648"
"5804","iced","LABEL","-0.0000382108561082"
"5805","oxford","LABEL","-0.00000440793810894"
"5806","smile","LABEL","0.0000871307766103"
"5807","re-watching","LABEL","-0.000000913296766075"
"5808","iknow","LABEL","-0.000000151698397603"
"5809","royally","LABEL","-0.00000137493931615"
"5810","mind","LABEL","0.000398402200993"
"5811","firework","LABEL","0.000000607356069471"
"5812","remembering","LABEL","0.00000148712716772"
"5813","seminar","LABEL","-0.00000337172882623"
"5814","baileys","LABEL","-0.000000883496462926"
"5815","spoons","LABEL","-0.00000434977810813"
"5816","jean","LABEL","-0.00000871048742178"
"5817","detroit","LABEL","-0.00000288358518655"
"5818","ctfu","LABEL","0.000594917065049"
"5819","spiced","LABEL","-0.00000231577665503"
"5820","trappin","LABEL","0.00000567666735643"
"5821","polls","LABEL","-0.00000104154045324"
"5822","canyon","LABEL","-0.00000934759839502"
"5823","jealousy","LABEL","0.0000101951774183"
"5824","puked","LABEL","0.00000156297223474"
"5825","venture","LABEL","0.00000216065704958"
"5826","gump","LABEL","-0.00000224213567293"
"5827","according","LABEL","-0.0000227291413331"
"5828","ungrateful","LABEL","0.00000870914334654"
"5829","intercourse","LABEL","0.000000437619148392"
"5830","cp3","LABEL","-0.0000000442053354536"
"5831","brutally","LABEL","-0.000000612432521395"
"5832","madi","LABEL","-0.0000028987675041"
"5833","deadbeat","LABEL","0.00000165572965605"
"5834","awkward","LABEL","-0.0000460436114452"
"5835","mermaids","LABEL","-0.0000000626945844754"
"5836","#party","LABEL","0.00000214174990153"
"5837","ease","LABEL","0.0000073530609727"
"5838","kindest","LABEL","0.000000491185704543"
"5839","ths","LABEL","0.00000420660132508"
"5840","queso","LABEL","-0.00000215024189525"
"5841","whitening","LABEL","-0.000000294702256795"
"5842","ate","LABEL","-0.0000195349560801"
"5843","bball","LABEL","-0.00000574644420741"
"5844","#ratchet","LABEL","0.0000033804508096"
"5845","part-time","LABEL","-0.000000292951416703"
"5846","7th","LABEL","-0.0000350523063767"
"5847","founder","LABEL","-0.0000023596624008"
"5848","percy","LABEL","-0.00000387831477015"
"5849","barry","LABEL","-0.000015434720313"
"5850","hogan","LABEL","-0.00000795369347859"
"5851","largest","LABEL","-0.0000064329716769"
"5852","locked","LABEL","0.0000199465843064"
"5853","supa","LABEL","0.00000112579365492"
"5854","1991","LABEL","-0.00000346668747778"
"5855","franchise","LABEL","-0.00000622096661979"
"5856","presh","LABEL","-0.00000695605759717"
"5857","revive","LABEL","-0.00000137769005423"
"5858","lmbo","LABEL","-0.0000259340165328"
"5859","paperwork","LABEL","0.00000133912392403"
"5860","youu","LABEL","0.00000644637505185"
"5861","pnc","LABEL","-0.0000172582825734"
"5862","slapping","LABEL","-0.00000136814602588"
"5863","awake","LABEL","0.0000140844098538"
"5864","millie","LABEL","-0.0000023421278848"
"5865","you","LABEL","0.0038587690663"
"5866","salsa","LABEL","-0.0000042236356154"
"5867","unleash","LABEL","-0.00000215186023146"
"5868","nighty","LABEL","0.00000104562120969"
"5869","treehouse","LABEL","-0.000000200544676701"
"5870","thongs","LABEL","0.000000796709202571"
"5871","#addict","LABEL","-0.000000160539797022"
"5872","caffeine","LABEL","-0.00000190043651242"
"5873","invisible","LABEL","-0.00000119250004182"
"5874","crab","LABEL","-0.00000914439332354"
"5875","pencil","LABEL","-0.00000389931675356"
"5876","balled","LABEL","0.00000016641404627"
"5877","pursuing","LABEL","-0.000000203656520634"
"5878","8am","LABEL","-0.00000675364617214"
"5879","friendzone","LABEL","0.00000147693778892"
"5880","#idontgetit","LABEL","0.000000883949054507"
"5881","sober","LABEL","0.000021374663018"
"5882","#my","LABEL","-0.00000140599501006"
"5883","springsteen","LABEL","-0.000000794380346089"
"5884","dempsey","LABEL","-0.00000533411816494"
"5885","settling","LABEL","0.0000056767330838"
"5886","concern","LABEL","-0.00000298053767708"
"5887","bitchass","LABEL","0.000000370144632232"
"5888","stretched","LABEL","0.00000196346530962"
"5889","gravity","LABEL","-0.00000759495465322"
"5890","loveee","LABEL","0.00000453833666777"
"5891","onion","LABEL","-0.00000122207097355"
"5892","knoe","LABEL","0.000000430259652217"
"5893","landmark","LABEL","0.00000166260622942"
"5894","lifting","LABEL","0.000000340196817881"
"5895","continues","LABEL","-0.00000147918579026"
"5896","sf","LABEL","0.00000129869413919"
"5897","brains","LABEL","0.00000560790713129"
"5898","grasp","LABEL","-0.000000662085775554"
"5899","perks","LABEL","-0.00000221698851795"
"5900","groom","LABEL","-0.000000633119099321"
"5901","vortex","LABEL","-0.000000920247996181"
"5902","realness","LABEL","-0.0000000574370441785"
"5903","glowing","LABEL","-0.00000345315834993"
"5904","awwww","LABEL","0.0000178080457856"
"5905","highway","LABEL","-0.00000143790308437"
"5906","oop","LABEL","0.00000335729900367"
"5907","rescue","LABEL","-0.0000364342964805"
"5908","visitors","LABEL","-0.00000127124700952"
"5909","taylors","LABEL","-0.0000129328871671"
"5910","ballers","LABEL","-0.00000106066196365"
"5911","helium","LABEL","-0.0000011641807712"
"5912","#thebest","LABEL","0.00000104031862625"
"5913","#stoked","LABEL","-0.000000250326530597"
"5914","cooks","LABEL","-0.00000168748783778"
"5915","enhance","LABEL","-0.00000141964869946"
"5916","corgi","LABEL","-0.00000353187312823"
"5917","ellie","LABEL","-0.00000932427792099"
"5918","knives","LABEL","0.00000392447678121"
"5919","disturb","LABEL","0.00000407017889861"
"5920","wealth","LABEL","0.0000046817779059"
"5921","#seriouslythough","LABEL","0.000000182826869623"
"5922","snatched","LABEL","0.000000521402609526"
"5923","amelia","LABEL","-0.00000952317151834"
"5924","stays","LABEL","0.00000486185020544"
"5925","comming","LABEL","-0.00000348760293227"
